ID, Label, Wikipedia
Q1263764,"Emir Hadžihafizbegović","Emir Hadžihafizbegović"
Q1264337,"Giulio Einaudi","Giulio Einaudi"
Q1265356,"Nabo Gass","Nabo Gass"
Q1265377,"Dejan Ajdačić","Dejan Ajdačić"
Q1265451,"Duncan Sheik","Duncan Sheik"
Q1265458,"Gerhard Riedmann","Gerhard Riedmann"
Q1265475,"Duncan J. Watts","Duncan J. Watts"
Q1265884,"Ivo Lola Ribar","Ivo Lola Ribar"
Q1267116,"Garry Disher","Garry Disher"
Q1267215,"Louis Herman De Koninck","Louis Herman De Koninck"
Q1267300,"Blaž Lorković","Blaž Lorković"
Q1267995,"David Dabydeen","David Dabydeen"
Q1268373,"George Archainbaud","George Archainbaud"
Q1268656,"Ili Kronstein","Ilona Kronstein"
Q1268728,"Francesco Lana de Terzi","Francesco Lana de Terzi"
Q1269275,"Herbert Yardley","Herbert Yardley"
Q1269478,"Nebojša Pavković","Nebojša Pavković"
Q1269553,"Eva Kruse","Eva Kruse"
Q1269785,"Eddie Jemison","Eddie Jemison"
Q1270602,"Slavko Vorkapić","Slavko Vorkapić"
Q1271104,"Lewis Hyde","Lewis Hyde"
Q1271226,"Robert Hallam","Robert Hallam"
Q1271771,"Fehmi Agani","Fehmi Agani"
Q1272406,"Maurice Glasman, Baron Glasman","Maurice Glasman, Baron Glasman"
Q1272435,"Heinz Kühnle","Heinz Kühnle"
Q1272982,"Julius Carlebach","Julius Carlebach"
Q1273067,"Pierre Salinger","Pierre Salinger"
Q1273105,"Dragiša Brašovan","Dragiša Brašovan"
Q1273122,"Sam Taylor-Johnson","Sam Taylor-Johnson"
Q1273317,"Herbert Marshall","Herbert Marshall"
Q1273492,"E. Franklin Frazier","E. Franklin Frazier"
Q1273562,"E. R. Braithwaite","E. R. Braithwaite"
Q1273571,"Moritz Epple","Moritz Epple"
Q1273857,"Rod Cameron","Rod Cameron (actor)"
Q1273924,"Michael Sheard","Michael Sheard"
Q1273998,"Norman Lindsay","Norman Lindsay"
Q1274220,"Jens Christian Christensen","Jens Christian Christensen"
Q1274993,"Felix Hell","Felix Hell"
Q1275356,"Eugene Lawler","Eugene Lawler"
Q1275851,"Scott McClellan","Scott McClellan"
Q1276089,"Johnny Kidd","Johnny Kidd (singer)"
Q1276124,"Duško Trifunović","Duško Trifunović"
Q1276527,"Martín Chirino","Martín Chirino"
Q1276598,"Merle Travis","Merle Travis"
Q1276918,"Alessandro Gassman","Alessandro Gassmann"
Q1277150,"Earl Robinson","Earl Robinson"
Q1277450,"Nebojša Čović","Nebojša Čović"
Q1277480,"Hugues-Bernard Maret, duc de Bassano","Hugues-Bernard Maret, duc de Bassano"
Q1277949,"Elias von Cyon","Elias von Cyon"
Q1277973,"George ""Gabby"" Hayes","George ""Gabby"" Hayes"
Q1278227,"Norma Heyman","Norma Heyman"
Q1278654,"John James","John James (actor)"
Q1278923,"Henri François d'Aguesseau","Henri François d'Aguesseau"
Q1279015,"Eberhard Gildemeister","Eberhard Gildemeister"
Q1279029,"Robert Thoeren","Robert Thoeren"
Q1279170,"Eberhard König","Eberhard König"
Q1279266,"Friedrich Paul Reichel","Friedrich Paul Reichel"
Q1279554,"Eberhard van der Laan","Eberhard van der Laan"
Q1279618,"Johannes Stenrat","Johannes Stenrat"
Q1279989,"George Colligan","George Colligan"
Q1280306,"Ilse Jonas","Ilse Jonas"
Q1280581,"Jan III van Diest","Jan III van Diest"
Q1280606,"Giovanni Meli","Giovanni Meli"
Q1280614,"Milan Šufflay","Milan Šufflay"
Q1280756,"Johan Ångström","Johan Ångström"
Q1280917,"James Reese Europe","James Reese Europe"
Q1280936,"Yuri Orlov","Yuri Orlov"
Q1280960,"Venko Markovski","Venko Markovski"
Q1281056,"James Fitz-Allen Mitchell","James Fitz-Allen Mitchell"
Q1281221,"Antony II of Constantinople","Antony II of Constantinople"
Q1281723,"Roy Thinnes","Roy Thinnes"
Q1281783,"Maximianus of Ravenna","Maximianus of Ravenna"
Q1281943,"Alan Crosland","Alan Crosland"
Q1282513,"Roger H. Gordon","Roger H. Gordon"
Q1282562,"Mark Kermode","Mark Kermode"
Q1282567,"Dimitrije","Dimitrije, Serbian Patriarch"
Q1282768,"Eddie Duran","Eddie Duran"
Q1282848,"Eddie Jones","Eddie Jones (jazz musician)"
Q1282909,"Josip Mihalović","Josip Mihalović"
Q1282960,"Vladimir Bonch-Bruyevich","Vladimir Bonch-Bruyevich"
Q1283076,"Horst Drinda","Horst Drinda"
Q1283413,"Edeltraud Günther","Edeltraud Günther"
Q1283690,"Patriarch Fravitta of Constantinople","Fravitta of Constantinople"
Q1283712,"Demetrios Chomatenos","Demetrios Chomatenos"
Q1283735,"Neil L. Rudenstine","Neil L. Rudenstine"
Q1283755,"Otto Schwerdgeburth","Otto Schwerdgeburth"
Q1283952,"Edgar J. Kaufmann","Edgar J. Kaufmann"
Q1284096,"Edgar Pêra","Edgar Pêra"
Q1284098,"Turibius of Astorga","Turibius of Astorga"
Q1284189,"Edgar Van Nuys Allen","Edgar Van Nuys Allen"
Q1284250,"Edgar du Perron","E. du Perron"
Q1284283,"Edgard Pisani","Edgard Pisani"
Q1284292,"Edgard de Larminat","Edgard de Larminat"
Q1284372,"Xu Jingcheng","Xu Jingcheng"
Q1284464,"Edi Hans Pawlata","Edi Hans Pawlata"
Q1284772,"Tracey Moffatt","Tracey Moffatt"
Q1285033,"Valentin Gallmetzer","Valentin Gallmetzer"
Q1285116,"Edith Oss","Edith Oß"
Q1285142,"Pixley ka Isaka Seme","Pixley ka Isaka Seme"
Q1285184,"Edith Summers Kelley","Edith Summers Kelley"
Q1285207,"Edith Wiens","Edith Wiens"
Q1285498,"Hormuzd Rassam","Hormuzd Rassam"
Q1285538,"Harry Hay","Harry Hay"
Q1285649,"Edmond Hébert","Edmond Hébert"
Q1285673,"Ljubomir Davidović","Ljubomir Davidović"
Q1285736,"Edmond Safra","Edmond Safra"
Q1285960,"Edmund Beecher Wilson","Edmund Beecher Wilson"
Q1286116,"Edmund Collein","Edmund Collein"
Q1286441,"Edmund Hogan","Edmund Hogan"
Q1286510,"Snooky Pryor","Snooky Pryor"
Q1286859,"Edmund Stadler","Edmund Stadler"
Q1287009,"Edmund de Unger","Edmund de Unger"
Q1287164,"Vedanayagam Samuel Azariah","Vedanayagam Samuel Azariah"
Q1287360,"Giuseppe Colombi","Giuseppe Colombi"
Q1287486,"Metrocles","Metrocles"
Q1287494,"Randy Shilts","Randy Shilts"
Q1287576,"Ricardo Guerra Tejada","Ricardo Guerra Tejada"
Q1287583,"Momčilo Đujić","Momčilo Đujić"
Q1287616,"Edouard Silas","Edouard Silas"
Q1287878,"Eduard Alberti","Eduard Alberti"
Q1288135,"Willy Jaeckel","Willy Jaeckel"
Q1288356,"Mark McMenamin","Mark McMenamin"
Q1288359,"Félix González-Torres","Félix González-Torres"
Q1288454,"Vik Muniz","Vik Muniz"
Q1288458,"Lajos Simicska","Lajos Simicska"
Q1288551,"Tom Conway","Tom Conway"
Q1288566,"Len Lye","Len Lye"
Q1288672,"Eduard Heinl","Eduard Heinl"
Q1288807,"Eduard Häberlin","Eduard Häberlin"
Q1289107,"Eduard Köck","Eduard Köck"
Q1289140,"Frederick Rolfe","Frederick Rolfe"
Q1289215,"Eduard Lübbert","Eduard Lübbert"
Q1289335,"Edvard Mirzoyan","Edvard Mirzoyan"
Q1289468,"Eduard Nápravník","Eduard Nápravník"
Q1289529,"Eduard Pestel","Eduard Pestel"
Q1290539,"Dragoljub Ojdanić","Dragoljub Ojdanić"
Q1290648,"Lorenzo Natali","Lorenzo Natali"
Q1290674,"Eduard von Schele zu Schelenburg","Eduard von Schele zu Schelenburg"
Q1290763,"Eduarda Mansilla","Eduarda Mansilla"
Q1290816,"Urbano Tavares Rodrigues","Urbano Tavares Rodrigues"
Q1290853,"Tatwine","Tatwine"
Q1291067,"Imogene Coca","Imogene Coca"
Q1291331,"Edvard Ehlers","Edvard Ehlers"
Q1291420,"Makarije Sokolović","Makarije Sokolović"
Q1291471,"Edward A. Allworth","Edward A. Allworth"
Q1291504,"Edward Acton","Edward Acton (academic)"
Q1291564,"Francisco Eppens Helguera","Francisco Eppens Helguera"
Q1291592,"Ćamil Sijarić","Ćamil Sijarić"
Q1291763,"Fritz Harnest","Fritz Harnest"
Q1291778,"Edward Bruce Hamley","Edward Bruce Hamley"
Q1291914,"Edward Clinton, 1st Earl of Lincoln","Edward Clinton, 1st Earl of Lincoln"
Q1292012,"Edward Dahlberg","Edward Dahlberg"
Q1292364,"Ibrahim Touqan","Ibrahim Tuqan"
Q1292410,"Edward Griffith","Edward Griffith (zoologist)"
Q1292424,"Edward Angle","Edward Angle"
Q1292426,"Edward H. Kraus","Edward Henry Kraus"
Q1292444,"Stanislav Binički","Stanislav Binički"
Q1292480,"Edward Harrison Taylor","Edward Harrison Taylor"
Q1292495,"Edward Chamberlin","Edward Chamberlin"
Q1292668,"Kjell Bloch Sandved","Kjell Bloch Sandved"
Q1292947,"Edward Marsh","Edward Marsh (polymath)"
Q1293089,"Edward Nairne","Edward Nairne"
Q1293223,"Edward Pasewicz","Edward Pasewicz"
Q1293297,"Edward Raczyński","Edward Raczyński (1786–1845)"
Q1293755,"Edward Stanly","Edward Stanly"
Q1293868,"Edward Copson","Edward Copson"
Q1294437,"Oskar Holtzmann","Oskar Holtzmann"
Q1294503,"Edwin E. Floyd","Edwin E. Floyd"
Q1294576,"Edwin Francis Gay","Edwin Francis Gay"
Q1294734,"Tryphon","Tryphon"
Q1294885,"Edwin Paxton Hood","Edwin Paxton Hood"
Q1295109,"Edwin Graf von Rothkirch und Trach","Edwin Graf von Rothkirch und Trach"
Q1295222,"Maurice Garrel","Maurice Garrel"
Q1295380,"Semra Ertan","Semra Ertan"
Q1295870,"Maurice White","Maurice White"
Q1296482,"Efraim Reuytenberg","Fima (artist)"
Q1296486,"Wolfgang Lotz","Wolfgang Lotz (art historian)"
Q1296705,"Giovanni Dondi dell'Orologio","Giovanni Dondi dell'Orologio"
Q1298576,"Egon Erzum","Egon Erzum"
Q1299480,"Imre Szobotka","Imre Szobotka"
Q1299664,"Rockwell","Rockwell (musician)"
Q1299778,"Feargal Sharkey","Feargal Sharkey"
Q1300908,"Edina Szvoren","Edina Szvoren"
Q1301065,"Grant Geissman","Grant Geissman"
Q1301137,"Jean-Claude Fohrenbach","Jean-Claude Fohrenbach"
Q1301554,"János Szász","János Szász"
Q1301836,"Julián Hernández","Julián Hernández (filmmaker)"
Q1302535,"Marin Getaldić","Marino Ghetaldi"
Q1302784,"John I, Count of Armagnac","John I, Count of Armagnac"
Q1302818,"Friedrich von Westhoff","Friedrich von Westhoff"
Q1303301,"Thibault Damour","Thibault Damour"
Q1303546,"Vic Ruggiero","Vic Ruggiero"
Q1304204,"Moritz Szeps","Moritz Szeps"
Q1305162,"Simms Taback","Simms Taback"
Q1305331,"Maurice Houtart","Maurice Houtart"
Q1305825,"Einar Arnórsson","Einar Arnórsson"
Q1305832,"Hendrik Koekoek","Hendrik Koekoek"
Q1305835,"Einar Forseth","Einar Forseth"
Q1305879,"Einar Hákonarson","Einar Hákonarson"
Q1306045,"Alain de Weck","Alain de Weck"
Q1306282,"Frederic Austin","Frederic Austin"
Q1306432,"Gustave de Kervern","Gustave Kervern"
Q1306532,"Alexander Stirling Calder","Alexander Stirling Calder"
Q1306908,"Master of the Drapery Studies","Master of the Drapery Studies"
Q1307287,"Pierre Busée","Pierre Busée"
Q1308730,"Thomas Hope","Thomas Hope (1769–1831)"
Q1308763,"Ursula Ragwitz","Ursula Ragwitz"
Q1309895,"Lucius Mendel Rivers","L. Mendel Rivers"
Q1310161,"Herman Major Schirmer","Herman Major Schirmer"
Q1310271,"Alfred Zoff","Alfred Zoff"
Q1310321,"John Marzluff","John Marzluff"
Q1310668,"Romano Amerio","Romano Amerio"
Q1312168,"Robert Brandom","Robert Brandom"
Q1312209,"Sandalj Hranić","Sandalj Hranić"
Q1312669,"Fernando Q. Gouvêa","Fernando Q. Gouvêa"
Q1312821,"Renzo Arbore","Renzo Arbore"
Q1312967,"Susan DiBona","Susan DiBona"
Q1313717,"Manolis Chiotis","Manolis Chiotis"
Q1314231,"Koloman Wallisch","Koloman Wallisch"
Q1314531,"John Lindsay","John Lindsay (musician)"
Q1316296,"Gene Polito","Gene Polito"
Q1317285,"Vilmos Tauffer","Vilmos Tauffer"
Q1317769,"Marek Jędraszewski","Marek Jędraszewski"
Q1317790,"James Edward Murray","James E. Murray"
Q1317980,"Pál Tenczer","Paul Tenczer"
Q1318594,"Miho Nakayama","Miho Nakayama"
Q1319217,"Méric Casaubon","Méric Casaubon"
Q1319532,"Matt Keeslar","Matt Keeslar"
Q1319846,"Raoul Trujillo","Raoul Trujillo"
Q1320098,"Theodor Horschelt","Theodor Horschelt"
Q1320782,"Rory Kinnear","Rory Kinnear"
Q1320871,"Gordon Kampe","Gordon Kampe"
Q1321019,"Alan Chalmers","Alan Chalmers"
Q1321265,"Stephen McHattie","Stephen McHattie"
Q1321465,"Eivind Aarset","Eivind Aarset"
Q1321628,"Sverre Brandt","Sverre Brandt"
Q1321778,"Owen Davis","Owen Davis"
Q1322445,"Mohammad Baqir al-Sadr","Muhammad Baqir al-Sadr"
Q1323255,"Harry Blackmun","Harry Blackmun"
Q1323652,"Jean Baptiste Julien d'Omalius d'Halloy","Jean Baptiste Julien d'Omalius d'Halloy"
Q1323892,"Trevor R. Bryce","Trevor R. Bryce"
Q1323921,"Johannes Stroux","Johannes Stroux"
Q1324019,"Hans Rudolf Herren","Hans Rudolf Herren"
Q1324119,"Oliver Rathkolb","Oliver Rathkolb"
Q1324581,"Wilfred Burchett","Wilfred Burchett"
Q1324593,"Hideaki Sorachi","Hideaki Sorachi"
Q1324787,"Eladio Dieste","Eladio Dieste"
Q1324810,"Elaine Hatfield","Elaine Hatfield"
Q1325220,"Jimmy Van Eaton","Jimmy Van Eaton"
Q1325598,"Karin Branzell","Karin Branzell"
Q1325635,"Leonardo Dudreville","Leonardo Dudreville"
Q1325789,"Eleazar ben Arach","Eleazar ben Arach"
Q1325819,"Electra Havemeyer Webb","Electra Havemeyer Webb"
Q1326358,"Ludwig Weimer","Ludwig Weimer"
Q1327592,"Rasmus Mogensen","Rasmus Mogensen"
Q1327847,"Elena Aprile","Elena Aprile"
Q1328040,"Eleonore Büning","Eleonore Büning"
Q1328311,"Eleuterio Sánchez","Eleuterio Sánchez"
Q1328545,"Elfie Mayerhofer","Elfie Mayerhofer"
Q1328913,"Elijah ben Solomon Abraham ha-Kohen","Elijah ben Solomon Abraham ha-Kohen"
Q1329243,"Elide Melli","Elide Melli"
Q1329275,"Leser Landshuth","Leser Landshuth"
Q1329306,"Eliezer ben Samuel","Eliezer ben Samuel"
Q1329359,"Elijah Anderson","Elijah Anderson"
Q1329969,"Elisabeth Hattemer","Elisabeth Hattemer"
Q1329974,"Elisabeth Haub","Elizabeth Haub"
Q1330099,"Elisabeth Lichtenberger","Elisabeth Lichtenberger"
Q1330201,"Elisabeth Raiser","Elisabeth Raiser"
Q1330491,"Elisabeth of Saxony","Elisabeth of Saxony"
Q1330517,"Elisabetha Grossmann","Elisabetha Grossmann"
Q1330878,"Korbinian Sebastian Strimmer","Korbinian Strimmer"
Q1331302,"Elizabeth Price","Elizabeth Price (artist)"
Q1331315,"Elizabeth Simcoe","Elizabeth Simcoe"
Q1331553,"Inigo Gallo","Inigo Gallo"
Q1331868,"Ellen Schwanneke","Ellen Schwanneke"
Q1332070,"Ellery Eskelin","Ellery Eskelin"
Q1332105,"Elli Barczatis","Elli Barczatis"
Q1332344,"Elliott Randall","Elliott Randall"
Q1332423,"Rolando Panerai","Rolando Panerai"
Q1332801,"William McIntosh","William M'Intosh"
Q1332911,"Elmer Chambers","Elmer Chambers"
Q1332980,"Elmer Ottis Wooton","E. O. Wooton"
Q1333051,"Elmo Hope","Elmo Hope"
Q1333105,"Robert Nisbet","Robert Nisbet"
Q1333246,"Alexander Zamolodchikov","Alexander Zamolodchikov"
Q1333275,"Prince Lasha","Prince Lasha"
Q1333287,"Robert Adair","Robert Adair (politician)"
Q1333709,"Else Seifert","Else Seifert"
Q1333744,"Else Züblin-Spiller","Else Züblin-Spiller"
Q1333793,"Harris Savides","Harris Savides"
Q1333802,"Giuseppe Brotzu","Giuseppe Brotzu"
Q1333954,"Jonathan Dove","Jonathan Dove"
Q1334181,"Gianni Raimondi","Gianni Raimondi"
Q1334219,"Elvin A. Kabat","Elvin A. Kabat"
Q1334252,"Elvin Morton Jellinek","E. Morton Jellinek"
Q1334295,"Howard Ashman","Howard Ashman"
Q1334326,"Macedonio Fernández","Macedonio Fernández"
Q1334420,"Elya Baskin","Elya Baskin"
Q1334593,"Paul Brunton","Paul Brunton"
Q1334778,"Louis, Count of Soissons","Louis, Count of Soissons"
Q1334955,"Kada no Azumamaro","Kada no Azumamaro"
Q1334958,"Sergei Istomin","Sergei Istomin"
Q1335192,"Gérald de Palmas","Gérald de Palmas"
Q1335207,"Tommy Roe","Tommy Roe"
Q1335233,"William Marsden","William Marsden (orientalist)"
Q1335349,"Mano Solo","Mano Solo"
Q1335446,"John Farmer","John Farmer (1835–1901)"
Q1335548,"Range Murata","Range Murata"
Q1335625,"Robert B. Anderson","Robert B. Anderson"
Q1335855,"Måns Mårlind","Måns Mårlind"
Q1335864,"Emil Benčík","Emil Benčík"
Q1336149,"Rob Tapert","Robert Tapert"
Q1336185,"Emil Hasler","Emil Hasler"
Q1336685,"William Katt","William Katt"
Q1336818,"Paul Shulman","Paul Shulman"
Q1336890,"Emil Stepanek","Emil Stepanek"
Q1336939,"Alfred D. Chandler, Jr.","Alfred D. Chandler Jr."
Q1336972,"Emil Tschakarow","Emil Tchakarov"
Q1337082,"Freddie Francis","Freddie Francis"
Q1337095,"Ferdinando Stanley, 5th Earl of Derby","Ferdinando Stanley, 5th Earl of Derby"
Q1337354,"Steven Knight","Steven Knight"
Q1337389,"Menachem Mendel Schneersohn","Menachem Mendel Schneersohn"
Q1337400,"Emiliyan Stanev","Emiliyan Stanev"
Q1337730,"Johann Jakob Frey","Johann Jakob Frey"
Q1337955,"John Crowe Ransom","John Crowe Ransom"
Q1338081,"Emma Richter","Emma Richter"
Q1338108,"Emma Walton Hamilton","Emma Walton Hamilton"
Q1338212,"Emmanuel Constant","Emmanuel Constant"
Q1338253,"Marcel Ichac","Marcel Ichac"
Q1338447,"Emmanuel Tzanes","Emmanuel Tzanes"
Q1338454,"Emmanuel von Severus","Emmanuel von Severus"
Q1338748,"Emmi Handke","Emmi Handke"
Q1339014,"Emmy Werner","Emmy Werner"
Q1339247,"William Hemsley","William Hemsley (botanist)"
Q1339711,"Jacques Higelin","Jacques Higelin"
Q1339879,"François de La Rocque","François de La Rocque"
Q1340111,"Struan Stevenson","Struan Stevenson"
Q1340499,"Gérard Lauzier","Gérard Lauzier"
Q1340545,"Ovid Densușianu","Ovid Densusianu"
Q1340732,"Ursula Keller","Ursula Keller"
Q1340950,"Eriq Ebouaney","Eriq Ebouaney"
Q1341178,"Pete Cosey","Pete Cosey"
Q1342592,"William Cureton","William Cureton"
Q1342843,"Isaach de Bankolé","Isaach de Bankolé"
Q1342880,"Anne Suzuki","Anne Suzuki"
Q1343122,"Ligier Richier","Ligier Richier"
Q1343144,"Ramses Shaffy","Ramses Shaffy"
Q1343185,"Alexandre Darracq","Alexandre Darracq"
Q1343261,"Aleksandr Stepanovich Antonov","Alexander Antonov (politician)"
Q1343524,"Eno Raud","Eno Raud"
Q1343628,"Reid Anderson","Reid Anderson (dancer)"
Q1343680,"I-F","I-F"
Q1343740,"Salah Khalaf","Salah Khalaf"
Q1343848,"Enrico Marconi","Enrico Marconi"
Q1343961,"Enrique Chediak","Enrique Chediak"
Q1344002,"Enrique Bunbury","Enrique Bunbury"
Q1344035,"Alejandro Obregón","Alejandro Obregón"
Q1344095,"William King","William King (geologist)"
Q1344113,"Manuel Rosenthal","Manuel Rosenthal"
Q1344125,"Isaac Steinberg","Isaac Steinberg"
Q1344161,"Yefim Bronfman","Yefim Bronfman"
Q1344217,"John Reynolds Gardiner","John Reynolds Gardiner"
Q1344336,"Robert Mondavi","Robert Mondavi"
Q1344395,"Petr Hannig","Petr Hannig"
Q1344635,"Niccolao Manucci","Niccolao Manucci"
Q1344676,"Raffaele Calace","Raffaele Calace"
Q1344779,"Terence Cooke","Terence Cooke"
Q1344801,"Harry Carey","Harry Carey (actor)"
Q1345002,"Morten Grunwald","Morten Grunwald"
Q1345095,"Guy Simonds","Guy Simonds"
Q1345191,"Philippe Van Parijs","Philippe Van Parijs"
Q1345293,"François de La Rochefoucauld","François de La Rochefoucauld (cardinal)"
Q1345338,"Tyler Bates","Tyler Bates"
Q1345573,"Jerome Chen","Jerome Chen"
Q1345631,"Tim Horton","Tim Horton"
Q1345669,"William Hooper","William Hooper"
Q1345794,"James Darren","James Darren"
Q1346059,"Jerzy Samuel Bandtkie","Jerzy Samuel Bandtkie"
Q1346090,"Enzo D’Alò","Enzo D'Alò"
Q1346101,"James Dyson","James Dyson"
Q1346123,"Harris Yulin","Harris Yulin"
Q1346177,"John Isaac Thornycroft","John Isaac Thornycroft"
Q1346257,"Piero Strozzi","Piero Strozzi"
Q1346280,"Pierre Lachambeaudie","Pierre Lachambeaudie"
Q1346384,"Jimmy Yancey","Jimmy Yancey"
Q1346430,"Menocchio","Menocchio"
Q1346488,"Horace Elgin Dodge","Horace Elgin Dodge"
Q1346525,"Niels Jonsson Stromberg af Clastorp","Niels Jonsson Stromberg af Clastorp"
Q1346593,"Gustav Ernesaks","Gustav Ernesaks"
Q1346651,"Stuart Gordon","Stuart Gordon"
Q1346691,"Roger MacBride Allen","Roger MacBride Allen"
Q1346748,"Joshua Kadison","Joshua Kadison"
Q1346832,"Shyne","Shyne"
Q1346958,"Judas Cyriacus","Judas Cyriacus"
Q1346998,"Epifanio Méndez Fleitas","Epifanio Méndez Fleitas"
Q1347043,"Jean Domat","Jean Domat"
Q1347063,"Lucas Watzenrode","Lucas Watzenrode"
Q1347196,"Thomas Helwys","Thomas Helwys"
Q1347301,"Harry Kemelman","Harry Kemelman"
Q1347434,"Jacob de Gheyn II","Jacob de Gheyn II"
Q1347495,"Fridianus","Fridianus"
Q1347587,"Peter Radford","Peter Radford"
Q1347599,"Jan Siberechts","Jan Siberechts"
Q1347901,"John Williamson","John Williamson (economist)"
Q1348126,"Pierre-Joseph-Guillaume Zimmermann","Pierre-Joseph-Guillaume Zimmerman"
Q1348145,"Stephen Groombridge","Stephen Groombridge"
Q1348195,"Louis-Emmanuel Jadin","Louis-Emmanuel Jadin"
Q1348288,"Paluzzo Paluzzi Altieri degli Albertoni","Paluzzo Paluzzi Altieri degli Albertoni"
Q1348531,"Godfrey Reggio","Godfrey Reggio"
Q1348751,"Karel Kašpar","Karel Kašpar"
Q1348822,"Robert Turner","Robert Turner (composer)"
Q1348898,"Theodore M. Davis","Theodore M. Davis"
Q1349069,"John Antill","John Antill"
Q1349158,"Paolo Sarpi","Paolo Sarpi"
Q1349232,"Jonas Collett","Jonas Collett"
Q1349372,"Erdmuthe Dorothea of Saxe-Zeitz","Erdmuthe Dorothea of Saxe-Zeitz"
Q1349443,"Juan Gutiérrez de Padilla","Juan Gutiérrez de Padilla"
Q1349485,"Frank Elmore Ross","Frank Elmore Ross"
Q1349550,"Felix Blumenfeld","Felix Blumenfeld"
Q1349845,"Krzysztof Krauze","Krzysztof Krauze"
Q1350196,"Francis Preston Blair","Francis Preston Blair Jr."
Q1350615,"Jimmy Shirley","Jimmy Shirley"
Q1350654,"Joseph Labitzky","Joseph Labitzky"
Q1350728,"James Wyatt","James Wyatt"
Q1350743,"Maurice Bedel","Maurice Bedel"
Q1350807,"Erhard Frommhold","Erhard Frommhold"
Q1350957,"Alfred A. Tomatis","Alfred A. Tomatis"
Q1350978,"Yehuda Alharizi","Yehuda Alharizi"
Q1351126,"Naftule Brandwein","Naftule Brandwein"
Q1351154,"Michael Rua","Michele Rua"
Q1351191,"Richard Flanagan","Richard Flanagan"
Q1351298,"Eric Gardner Turner","Eric Gardner Turner"
Q1351325,"Eric Hattan","Eric Hattan"
Q1351353,"Eric Hosking","Eric Hosking"
Q1351396,"Eric Kroll","Eric Kroll"
Q1351444,"Jan Hackaert","Jan Hackaert"
Q1351454,"William Hootkins","William Hootkins"
Q1351465,"Fatman Scoop","Fatman Scoop"
Q1351481,"Milton Glaser","Milton Glaser"
Q1351545,"Eric Person","Eric Person"
Q1351554,"Peter David","Peter David"
Q1351565,"Octave Chanute","Octave Chanute"
Q1351589,"Francesco Ferrara","Francesco Ferrara"
Q1351652,"Jérémie Elkaïm","Jérémie Elkaïm"
Q1351700,"Frederik Kaiser","Frederik Kaiser"
Q1351710,"Eric W. Gritsch","Eric W. Gritsch"
Q1351874,"Erich Akt","Erich Akt"
Q1351886,"Joseph Jean Baptiste Neuberg","Joseph Jean Baptiste Neuberg"
Q1351934,"Henry III, Count of Luxembourg","Henry III, Count of Luxembourg"
Q1351949,"Erich Berneker","Erich Berneker"
Q1352013,"John Crawfurd","John Crawfurd"
Q1352028,"Erich Buchholz","Erich Buchholz"
Q1352529,"João de Castro","João de Castro"
Q1352557,"Erich Kettelhut","Erich Kettelhut"
Q1352585,"Erich Kleinschuster","Erich Kleinschuster"
Q1352604,"James G. March","James G. March"
Q1352704,"Michael of Cesena","Michael of Cesena"
Q1352925,"Erich Otto Volkmann","Erich Otto Volkmann"
Q1352927,"Howie Day","Howie Day"
Q1353046,"Nini Rosso","Nini Rosso"
Q1353120,"Erich Schaeder","Erich Schaeder"
Q1353168,"Erich Schmid","Erich Schmid (physicist)"
Q1353396,"Marc Aillet","Marc Aillet"
Q1353559,"Mort Shuman","Mort Shuman"
Q1353562,"François de Roubaix","François de Roubaix"
Q1353665,"James O'Barr","James O'Barr"
Q1353845,"Ravi Coltrane","Ravi Coltrane"
Q1354027,"Paul Huet","Paul Huet"
Q1354117,"Pierre Marie Auguste Broussonet","Pierre Marie Auguste Broussonet"
Q1354210,"Philip B. Crosty","Philip B. Crosby"
Q1354258,"G. Ledyard Stebbins","G. Ledyard Stebbins"
Q1354346,"Erika Dunkelmann","Erika Dunkelmann"
Q1354373,"Erika Fromm","Erika Fromm"
Q1354751,"Theodore Dalrymple","Theodore Dalrymple"
Q1354843,"Machine Gun Kelly","Machine Gun Kelly (rapper)"
Q1354844,"Eusebio Bardají y Azara","Eusebio Bardají y Azara"
Q1354901,"Howard Alden","Howard Alden"
Q1354932,"Alfred Perot","Alfred Perot"
Q1354967,"Erkan Aki","Erkan Aki"
Q1355040,"Sir George Cockburn, 10th Baronet","Sir George Cockburn, 10th Baronet"
Q1355139,"Robert Nelson Jacobs","Robert Nelson Jacobs"
Q1355179,"Alejandro Ramírez","Alejandro Ramírez (chess player)"
Q1355408,"Lucas van Uden","Lucas van Uden"
Q1355414,"Robert Cottingham","Robert Cottingham"
Q1355698,"Joseph Marie, baron de Gérando","Joseph Marie, baron de Gérando"
Q1355746,"Nicolas Perrenot de Granvelle","Nicolas Perrenot de Granvelle"
Q1355924,"Russ Ballard","Russ Ballard"
Q1356059,"Keith R. A. DeCandido","Keith DeCandido"
Q1356090,"Sidney Earle Smith","Sidney Earle Smith"
Q1356135,"James DePreist","James DePreist"
Q1356200,"Vince Flynn","Vince Flynn"
Q1356247,"Ernest Blum","Ernest Blum"
Q1356363,"Ernest Hamy","Ernest Hamy"
Q1356368,"John Hopkinson","John Hopkinson"
Q1356369,"Ernest Hubert","Ernest Hubert"
Q1356390,"William Graham Sumner","William Graham Sumner"
Q1356420,"Ernest M. Henley","Ernest M. Henley"
Q1356476,"Ernest Newman","Ernest Newman"
